DNR_ID,site,date,species,concentration
82_0167,234,2020-07-16,diaphnosoma,0.468492916
82_0167,234,2020-07-31,diaphnosoma,1.218843359
82_0167,234,2020-08-21,diaphnosoma,0.754159329
82_0167,234,2020-09-04,diaphnosoma,0.58765662
82_0167,234,2020-09-23,diaphnosoma,0
02_0003,204,2020-05-13,leptodora,0
02_0003,204,2020-06-04,leptodora,0
02_0003,204,2020-06-25,leptodora,0
02_0003,204,2020-07-15,leptodora,0
02_0003,204,2020-07-31,leptodora,0
02_0003,204,2020-08-18,leptodora,0.24681578
02_0003,204,2020-09-04,leptodora,0.137119878
02_0003,204,2020-09-24,leptodora,0
62_0002,207,2020-05-13,leptodora,0
62_0002,207,2020-06-04,leptodora,0
62_0002,207,2020-06-24,leptodora,0
62_0002,207,2020-07-15,leptodora,0
62_0002,207,2020-07-31,leptodora,0
62_0002,207,2020-08-18,leptodora,0.30471084
62_0002,207,2020-09-04,leptodora,0.121884336
62_0002,207,2020-09-24,leptodora,0
62_0047,201,2020-04-15,leptodora,0
62_0047,201,2020-05-05,leptodora,0
62_0047,201,2020-05-20,leptodora,0
62_0047,201,2020-06-11,leptodora,0
62_0047,201,2020-07-01,leptodora,0
62_0047,201,2020-07-23,leptodora,0
62_0047,201,2020-08-06,leptodora,0
62_0047,201,2020-08-26,leptodora,0
62_0047,201,2020-09-11,leptodora,0
62_0047,201,2020-10-09,leptodora,0
62_0054,101,2020-07-17,leptodora,0
62_0054,101,2020-04-13,leptodora,0
62_0054,101,2020-05-04,leptodora,0
62_0054,101,2020-05-18,leptodora,0
62_0054,101,2020-06-10,leptodora,0
62_0054,101,2020-06-25,leptodora,0
62_0054,101,2020-08-05,leptodora,0
62_0054,101,2020-08-20,leptodora,0
62_0054,101,2020-09-10,leptodora,0
62_0054,101,2020-10-08,leptodora,0
62_0055,201,2020-04-10,leptodora,0
62_0055,201,2020-05-01,leptodora,0
62_0055,201,2020-05-17,leptodora,0
62_0055,201,2020-05-21,leptodora,0
62_0055,201,2020-05-26,leptodora,0
62_0055,201,2020-06-26,leptodora,0
62_0055,201,2020-07-14,leptodora,0
62_0055,201,2020-08-03,leptodora,0.352593972
62_0055,201,2020-08-20,leptodora,0
62_0055,201,2020-09-06,leptodora,0
62_0055,201,2020-09-09,leptodora,0
62_0055,201,2020-10-05,leptodora,0
62_0055,201,2020-10-23,leptodora,0
62_0057,401,2020-05-07,leptodora,0
62_0057,401,2020-06-02,leptodora,0
62_0057,401,2020-06-15,leptodora,0
62_0057,401,2020-07-02,leptodora,0
62_0057,401,2020-07-22,leptodora,0
62_0057,401,2020-08-07,leptodora,0
62_0057,401,2020-08-27,leptodora,0
62_0057,401,2020-09-17,leptodora,0
62_0061,208,2020-05-08,leptodora,0
62_0061,208,2020-05-28,leptodora,0
62_0061,208,2020-06-16,leptodora,0.06529518
62_0061,208,2020-07-06,leptodora,0
62_0061,208,2020-07-24,leptodora,0
62_0061,208,2020-08-12,leptodora,0
62_0061,208,2020-09-02,leptodora,0
62_0061,208,2020-09-15,leptodora,0
62_0067,202,2020-05-27,leptodora,0
62_0067,202,2020-06-12,leptodora,0
62_0067,202,2020-06-29,leptodora,0
62_0067,202,2020-07-21,leptodora,0
62_0067,202,2020-08-10,leptodora,0
62_0067,202,2020-08-22,leptodora,0
62_0067,202,2020-09-17,leptodora,0
62_0067,202,2020-05-06,leptodora,0
62_0075,202,2020-05-08,leptodora,0
62_0075,202,2020-05-28,leptodora,0
62_0075,202,2020-06-16,leptodora,0.390791652
62_0075,202,2020-07-06,leptodora,0
62_0075,202,2020-07-24,leptodora,0
62_0075,202,2020-08-12,leptodora,0
62_0075,202,2020-09-02,leptodora,0
62_0075,202,2020-09-15,leptodora,0
62_0078,101,2020-05-06,leptodora,0
62_0078,101,2020-05-27,leptodora,0
62_0078,101,2020-06-15,leptodora,0
62_0078,101,2020-07-02,leptodora,0
62_0078,101,2020-07-22,leptodora,0
62_0078,101,2020-08-07,leptodora,0
62_0078,101,2020-08-27,leptodora,0
62_0078,101,2020-09-17,leptodora,0
62_0083,204,2020-05-06,leptodora,0
62_0083,204,2020-05-27,leptodora,0
62_0083,204,2020-06-12,leptodora,0
62_0083,204,2020-07-21,leptodora,0
62_0083,204,2020-08-10,leptodora,0
62_0083,204,2020-08-24,leptodora,0
62_0083,204,2020-09-14,leptodora,0
62_0083,204,2020-06-29,leptodora,0
62_0225,201,2020-04-15,leptodora,0
62_0225,201,2020-05-05,leptodora,0
62_0225,201,2020-05-20,leptodora,0
62_0225,201,2020-06-11,leptodora,0
62_0225,201,2020-07-01,leptodora,0
62_0225,201,2020-07-23,leptodora,0
62_0225,201,2020-08-06,leptodora,0
62_0225,201,2020-08-26,leptodora,0
62_0225,201,2020-09-11,leptodora,0
62_0225,201,2020-10-09,leptodora,0
62_0231,201,2020-04-13,leptodora,0
62_0231,201,2020-05-04,leptodora,0
62_0231,201,2020-05-18,leptodora,0
62_0231,201,2020-06-10,leptodora,0
62_0231,201,2020-06-26,leptodora,0
62_0231,201,2020-07-17,leptodora,0
62_0231,201,2020-08-05,leptodora,0
62_0231,201,2020-08-20,leptodora,0
62_0231,201,2020-09-10,leptodora,0
62_0231,201,2020-10-08,leptodora,0
82_0167,234,2020-05-14,leptodora,0
82_0167,234,2020-06-08,leptodora,0
82_0167,234,2020-06-24,leptodora,0
82_0167,234,2020-07-16,leptodora,0
82_0167,234,2020-07-31,leptodora,0
82_0167,234,2020-08-21,leptodora,0
82_0167,234,2020-09-04,leptodora,0.09794277
82_0167,234,2020-09-23,leptodora,0.064274943
02_0003,204,2020-05-13,other,0
02_0003,204,2020-06-04,other,0
02_0003,204,2020-06-25,other,0
02_0003,204,2020-07-15,other,0
02_0003,204,2020-07-31,other,0
02_0003,204,2020-08-18,other,0
02_0003,204,2020-09-04,other,0
02_0003,204,2020-09-24,other,0
62_0002,207,2020-05-13,other,0
62_0002,207,2020-06-04,other,0
62_0002,207,2020-06-24,other,0
62_0002,207,2020-07-15,other,0
62_0002,207,2020-07-31,other,0
62_0002,207,2020-08-18,other,0
62_0002,207,2020-09-04,other,0
62_0002,207,2020-09-24,other,0
62_0047,201,2020-04-15,other,0
62_0047,201,2020-05-05,other,0
62_0047,201,2020-05-20,other,0
62_0047,201,2020-06-11,other,0
62_0047,201,2020-07-01,other,0
62_0047,201,2020-07-23,other,0
62_0047,201,2020-08-06,other,0
62_0047,201,2020-08-26,other,0
62_0047,201,2020-09-11,other,0
62_0047,201,2020-10-09,other,0
62_0054,101,2020-07-17,other,0
62_0054,101,2020-04-13,other,0
62_0054,101,2020-05-04,other,0
62_0054,101,2020-05-18,other,0
62_0054,101,2020-06-10,other,0
62_0054,101,2020-06-25,other,0
62_0054,101,2020-08-05,other,0
62_0054,101,2020-08-20,other,0
62_0054,101,2020-09-10,other,0
62_0054,101,2020-10-08,other,0
62_0055,201,2020-04-10,other,0
62_0055,201,2020-05-01,other,0
62_0055,201,2020-05-17,other,0
62_0055,201,2020-05-21,other,0
62_0055,201,2020-05-26,other,0
62_0055,201,2020-06-26,other,0
62_0055,201,2020-07-14,other,0
62_0055,201,2020-08-03,other,0
62_0055,201,2020-08-20,other,0
62_0055,201,2020-09-06,other,0
62_0055,201,2020-09-09,other,0
62_0055,201,2020-10-05,other,0
62_0055,201,2020-10-23,other,0
62_0057,401,2020-05-07,other,0
62_0057,401,2020-06-02,other,0
62_0057,401,2020-06-15,other,0
62_0057,401,2020-07-02,other,0
62_0057,401,2020-07-22,other,0
62_0057,401,2020-08-07,other,0
62_0057,401,2020-08-27,other,0
62_0057,401,2020-09-17,other,0
62_0061,208,2020-05-08,other,0
62_0061,208,2020-05-28,other,0
62_0061,208,2020-06-16,other,0
62_0061,208,2020-07-06,other,0
62_0061,208,2020-07-24,other,0
62_0061,208,2020-08-12,other,0
62_0061,208,2020-09-02,other,0
62_0061,208,2020-09-15,other,0
62_0067,202,2020-05-27,other,0
62_0067,202,2020-06-12,other,0
62_0067,202,2020-06-29,other,0
62_0067,202,2020-07-21,other,0
62_0067,202,2020-08-10,other,0
62_0067,202,2020-08-22,other,0
62_0067,202,2020-09-17,other,0
62_0067,202,2020-05-06,other,0
62_0075,202,2020-05-08,other,0
62_0075,202,2020-05-28,other,0
62_0075,202,2020-06-16,other,0
62_0075,202,2020-07-06,other,0
62_0075,202,2020-07-24,other,0
62_0075,202,2020-08-12,other,0
62_0075,202,2020-09-02,other,0
62_0075,202,2020-09-15,other,0
62_0078,101,2020-05-06,other,0
62_0078,101,2020-05-27,other,0
62_0078,101,2020-06-15,other,0
62_0078,101,2020-07-02,other,0
62_0078,101,2020-07-22,other,0
62_0078,101,2020-08-07,other,0
62_0078,101,2020-08-27,other,0
62_0078,101,2020-09-17,other,0
62_0083,204,2020-05-06,other,0
62_0083,204,2020-05-27,other,0
62_0083,204,2020-06-12,other,0
62_0083,204,2020-07-21,other,0
62_0083,204,2020-08-10,other,0
62_0083,204,2020-08-24,other,0
62_0083,204,2020-09-14,other,0
62_0083,204,2020-06-29,other,0
62_0225,201,2020-04-15,other,0
62_0225,201,2020-05-05,other,0
62_0225,201,2020-05-20,other,0
62_0225,201,2020-06-11,other,0
62_0225,201,2020-07-01,other,0
62_0225,201,2020-07-23,other,0
62_0225,201,2020-08-06,other,0
62_0225,201,2020-08-26,other,0
62_0225,201,2020-09-11,other,0
62_0225,201,2020-10-09,other,0
62_0231,201,2020-04-13,other,0
62_0231,201,2020-05-04,other,0
62_0231,201,2020-05-18,other,0
62_0231,201,2020-06-10,other,0
62_0231,201,2020-06-26,other,0
62_0231,201,2020-07-17,other,0
62_0231,201,2020-08-05,other,0
62_0231,201,2020-08-20,other,0
62_0231,201,2020-09-10,other,0
62_0231,201,2020-10-08,other,0
82_0167,234,2020-05-14,other,0
82_0167,234,2020-06-08,other,0
82_0167,234,2020-06-24,other,0
82_0167,234,2020-07-16,other,0
82_0167,234,2020-07-31,other,0
82_0167,234,2020-08-21,other,0
82_0167,234,2020-09-04,other,0
82_0167,234,2020-09-23,other,0.021424981
